Month,Day,Year,Mean Temperature,Max Temperature,Min Temperature,Dew Point,Average Humidity,Maximum Humidity,Minimum Humidity,Precipitation,Wind Speed,Max Wind Speed,Max Gust Speed
1,1,2006,43,50,36,38,81,100,61,0.00,3,8,10
1,2,2006,46,59,33,44,86,100,71,0.37,6,13,16
1,3,2006,50,58,42,47,91,100,82,0.44,10,24,33
1,4,2006,42,44,40,38,85,93,76,T,9,15,22
1,5,2006,48,53,42,42,82,100,64,0.00,6,20,23
1,6,2006,41,45,36,33,72,92,52,0.30,13,21,28
1,7,2006,37,42,32,21,57,72,41,0.00,8,16,24
1,8,2006,43,54,32,28,58,78,38,0.00,11,25,31
1,9,2006,57,67,47,43,66,83,48,0.00,15,24,30
1,10,2006,50,57,43,42,78,100,56,0.00,8,17,21
1,11,2006,56,69,43,51,80,100,59,0.00,9,23,29
1,12,2006,57,65,48,52,76,100,52,0.00,5,10,13
1,13,2006,59,68,49,57,87,100,73,0.00,9,21,26
1,14,2006,49,65,32,46,79,93,65,0.37,13,35,48
1,15,2006,38,45,31,14,57,92,22,0.04,12,25,37
1,16,2006,43,47,38,25,60,85,35,0.00,7,15,18
1,17,2006,52,65,39,46,78,93,62,0.00,7,23,31
1,18,2006,52,69,34,44,61,93,29,0.31,18,38,51
1,19,2006,46,58,33,27,47,70,24,0.00,6,15,18
1,20,2006,53,65,40,33,51,76,26,0.00,13,22,26
1,21,2006,56,64,47,51,79,93,64,0.02,12,24,29
1,22,2006,45,48,41,36,79,100,57,0.09,13,23,28
1,23,2006,48,55,41,47,97,100,93,0.05,6,18,22
1,24,2006,47,50,43,39,81,100,61,0.00,9,16,21
1,25,2006,44,50,38,24,57,86,28,0.00,11,22,32
1,26,2006,39,43,34,14,36,47,25,0.00,12,20,30
1,27,2006,36,42,29,22,60,78,42,0.00,6,17,23
1,28,2006,44,60,28,20,44,69,19,0.00,10,21,25
1,29,2006,50,64,36,46,68,86,49,0.00,14,26,35
