Month,Day,Year,Mean Temperature,Max Temperature,Min Temperature,Dew Point,Average Humidity,Maximum Humidity,Minimum Humidity,Precipitation,Wind Speed,Max Wind Speed,Max Gust Speed
1,1,2006,46,59,32,31,63,93,33,0.00,0,5,-
1,2,2006,36,42,30,40,97,100,81,0.72,0,7,-
1,3,2006,50,60,39,43,90,100,59,0.01,3,18,25
1,4,2006,48,55,42,45,91,100,72,0.00,1,8,-
1,5,2006,45,53,37,37,71,100,47,0.00,4,15,23
1,6,2006,35,44,24,25,65,87,46,0.00,8,25,32
1,7,2006,30,44,17,21,69,100,39,0.00,1,8,17
1,8,2006,40,55,24,27,65,100,36,0.00,1,10,16
1,9,2006,54,68,39,43,74,100,46,0.00,3,13,22
1,10,2006,47,59,35,42,82,100,59,0.00,1,7,-
1,11,2006,46,51,39,46,95,100,76,0.70,0,5,-
1,12,2006,45,60,30,40,94,100,72,0.01,0,6,-
1,13,2006,46,60,33,46,100,100,94,1.16,1,16,25
1,14,2006,43,53,33,30,65,94,53,0.00,14,39,51
1,15,2006,40,48,33,17,45,75,25,0.00,14,25,38
1,16,2006,42,57,28,29,71,93,36,0.00,0,6,-
1,17,2006,50,64,37,39,76,100,61,0.03,2,16,29
1,18,2006,45,60,30,32,66,100,36,0.19,9,18,34
1,19,2006,44,62,26,27,56,93,27,0.00,1,8,-
1,20,2006,50,64,35,34,55,81,32,0.00,2,9,16
1,21,2006,48,55,42,44,79,100,58,0.00,2,10,17
1,22,2006,42,50,33,31,73,100,53,0.10,3,10,16
1,23,2006,42,51,33,40,98,100,87,0.08,1,7,-
1,24,2006,48,60,35,36,69,100,22,0.00,1,9,21
1,25,2006,42,51,33,20,44,65,36,0.00,13,24,37
1,26,2006,34,42,26,19,52,74,36,0.00,9,20,26
1,27,2006,34,51,17,18,58,100,20,0.00,1,6,-
1,28,2006,46,62,30,24,47,81,26,0.00,2,8,-
1,29,2006,48,59,37,48,87,100,62,0.11,3,14,24
1,30,2006,52,62,42,47,85,100,42,0.00,1,8,-
1,31,2006,39,48,30,31,65,87,50,0.00,12,26,34
2,1,2006,37,53,21,26,72,100,35,0.00,1,7,-
2,2,2006,42,57,26,33,76,100,36,0.22,1,8,-
2,3,2006,52,64,37,46,91,100,52,0.05,3,9,-
2,4,2006,47,59,35,44,92,100,66,0.14,2,17,28
2,5,2006,35,42,28,23,62,93,42,0.00,4,16,28
2,6,2006,38,48,28,21,54,74,32,0.00,4,9,-
2,7,2006,38,50,26,17,48,86,22,0.00,4,16,23
