Month,Day,Year,Mean Temperature,Max Temperature,Min Temperature,Dew Point,Average Humidity,Maximum Humidity,Minimum Humidity,Precipitation,Wind Speed,Max Wind Speed,Max Gust Speed
1,1,2006,40,51,30,33,87,100,54,0.00,-,-,-
1,2,2006,42,55,30,42,94,100,63,0.48,-,-,-
1,3,2006,44,46,41,43,93,100,81,0.40,-,-,-
1,4,2006,40,42,39,37,87,93,81,0.00,-,-,-
1,5,2006,47,55,39,41,87,100,59,0.00,-,-,-
1,6,2006,36,44,26,30,75,96,49,0.13,-,-,-
1,7,2006,30,41,19,21,73,92,43,0.00,-,-,-
1,8,2006,42,53,30,29,60,82,43,0.00,-,-,-
1,9,2006,56,66,46,43,66,86,50,0.00,-,-,-
1,10,2006,46,54,37,39,84,100,50,0.00,-,-,-
1,11,2006,52,66,39,47,89,100,65,0.14,-,-,-
1,12,2006,55,64,46,51,90,100,48,0.00,-,-,-
1,13,2006,56,66,46,54,92,100,70,0.00,-,-,-
1,14,2006,50,64,37,42,82,97,48,0.46,-,-,-
1,15,2006,38,46,30,12,38,59,20,0.00,-,-,-
1,16,2006,37,48,26,22,63,92,30,0.00,-,-,-
1,17,2006,47,64,30,43,80,92,67,0.00,-,-,-
1,18,2006,52,69,34,42,73,100,31,0.49,-,-,-
1,19,2006,42,57,28,26,54,89,28,0.00,-,-,-
1,20,2006,52,63,42,32,49,71,29,0.00,-,-,-
1,21,2006,53,60,46,49,83,94,47,0.08,-,-,-
1,22,2006,42,46,37,33,78,100,50,0.21,-,-,-
1,23,2006,42,48,37,42,98,100,93,0.02,-,-,-
1,24,2006,48,54,43,40,76,93,56,0.00,-,-,-
1,25,2006,42,48,37,23,47,71,28,0.00,-,-,-
1,26,2006,36,44,28,13,43,61,22,0.00,-,-,-
1,27,2006,34,48,19,14,52,85,16,0.00,-,-,-
1,28,2006,44,60,28,20,40,78,24,0.00,-,-,-
1,29,2006,54,64,43,45,71,87,47,0.00,-,-,-
1,30,2006,56,66,45,49,86,100,48,0.00,-,-,-
1,31,2006,42,52,32,41,83,100,44,0.24,-,-,-
2,1,2006,36,46,26,27,75,96,46,0.00,-,-,-
2,2,2006,42,57,28,35,75,100,44,0.00,-,-,-
2,3,2006,57,69,44,51,74,97,42,0.01,-,-,-
2,4,2006,54,66,43,52,87,100,66,0.28,-,-,-
2,5,2006,40,45,36,24,53,73,37,0.00,-,-,-
2,6,2006,39,48,30,19,47,64,28,0.00,-,-,-
2,7,2006,36,46,25,19,54,88,23,0.00,-,-,-
2,8,2006,32,44,21,19,60,88,30,0.00,-,-,-
2,9,2006,31,39,23,19,65,92,33,0.00,-,-,-
2,10,2006,33,48,18,18,57,85,26,0.00,-,-,-
2,11,2006,38,41,34,35,89,100,53,0.49,-,-,-
2,12,2006,34,37,28,28,79,100,55,0.01,-,-,-
2,13,2006,32,41,24,16,56,84,29,0.00,-,-,-
2,14,2006,41,54,28,21,46,69,29,0.00,-,-,-
2,15,2006,48,64,32,26,41,79,23,0.00,-,-,-
2,16,2006,52,68,37,37,54,83,32,0.00,-,-,-
2,17,2006,58,70,41,39,55,83,22,0.00,-,-,-
2,18,2006,36,43,26,28,77,100,40,0.11,-,-,-
2,19,2006,24,33,15,4,44,65,26,0.00,-,-,-
2,20,2006,36,45,26,25,75,93,45,0.02,-,-,-
2,21,2006,42,54,28,29,66,92,33,0.00,-,-,-
2,22,2006,39,46,32,39,92,100,81,0.02,-,-,-
2,23,2006,44,55,33,38,86,100,47,0.05,-,-,-
2,24,2006,40,54,26,18,45,71,13,0.00,-,-,-
2,25,2006,44,61,27,29,57,85,27,0.00,-,-,-
2,26,2006,34,44,23,7,33,53,23,0.00,-,-,-
2,27,2006,30,46,15,11,50,88,21,0.00,-,-,-
2,28,2006,43,53,33,27,58,85,41,0.00,-,-,-
3,1,2006,42,55,30,28,63,96,29,0.00,-,-,-
3,2,2006,57,78,36,43,63,97,37,0.00,-,-,-
3,3,2006,43,50,36,20,44,80,25,0.00,-,-,-
3,4,2006,38,52,24,15,41,75,21,0.00,-,-,-
3,5,2006,40,54,27,19,49,72,22,0.00,-,-,-
3,6,2006,40,45,35,32,75,100,40,0.06,-,-,-
3,7,2006,38,50,26,22,58,92,21,0.00,-,-,-
3,8,2006,39,57,21,22,51,89,24,0.00,-,-,-
3,9,2006,58,70,46,39,49,67,33,0.00,-,-,-
3,10,2006,68,75,62,54,62,75,43,0.00,-,-,-
3,11,2006,58,73,44,46,64,100,34,0.00,-,-,-
3,12,2006,68,82,54,56,67,93,44,0.00,-,-,-
3,13,2006,72,82,63,58,64,90,39,0.00,-,-,-
3,14,2006,59,70,46,36,45,83,11,0.00,-,-,-
3,15,2006,46,57,33,17,35,70,18,0.00,-,-,-
3,16,2006,46,63,30,23,49,83,14,0.00,-,-,-
3,17,2006,46,57,35,33,62,90,30,0.01,-,-,-
